compound_id,bertz_complexity,compound_name
C01143,383.8291431,(R)-5-Diphosphomevalonate
C20417,384.8503047,"2,4-Dihydroxy-6-pentylbenzoate"
C03406,385.944106,N-(L-Arginino)succinate
C04628,386.7680337,Coenzyme B
C04063,387.6634845,"D-myo-Inositol 3,4-bisphosphate"
C00051,389.1892185,Glutathione
C04478,389.8843631,3-Deoxy-D-manno-octulosonate 8-phosphate
C00328,390.0088202,L-Kynurenine
C00885,392.1134351,Isochorismate
C00251,392.1134351,Chorismate
C06203,392.8634012,trans-O-Hydroxybenzylidenepyruvate
C04308,393.943941,Phosphatidyl-N-dimethylethanolamine
C18054,396.0135696,2-Amino-2-deoxyisochorismate
C00931,397.5233348,Porphobilinogen
C04376,399.4087859,5'-Phosphoribosyl-N-formylglycinamide
C20246,399.6812316,"2-[(2R,5Z)-2-Carboxy-4-methylthiazol-5(2H)-ylidene]ethyl phosphate"
C01935,400.0348692,Maltodextrin
C00369,400.0348692,Starch
C00262,400.9401974,Hypoxanthine
C15485,401.0671805,2'-Deoxymugineic acid
C04640,401.1832235,2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine
C11993,401.5942886,10-Deoxymethynolide
C05324,402.4540024,Nicotianamine
C00270,403.1551421,N-Acetylneuraminate
C01300,403.3117822,"6-(Hydroxymethyl)-7,8-dihydropterin"
C05817,406.1847186,"(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate"
C20404,407.1448824,1-Deoxypentalenate
C03223,408.5376857,"3,4-Dihydroxyphthalate"
C05807,409.2882847,2-Polyprenylphenol
C06204,410.3379548,2-Hydroxychromene-2-carboxylate
C00395,413.8000343,Penicillin
C04462,416.6461872,N-Succinyl-2-L-amino-6-oxoheptanedioate
C00780,419.7820091,Serotonin
C13453,421.4546512,Xanthoxin
C20772,421.5758539,3-[(1-Carboxyvinyl)oxy]benzoate
C03852,421.7894162,"Androstan-3alpha,17beta-diol"
C01134,426.6636364,Pantetheine 4'-phosphate
C19814,427.3192644,Terpentetriene
C00157,427.6398127,Phosphatidylcholine
C00354,427.6634845,"D-Fructose 1,6-bisphosphate"
C00627,428.7818664,Pyridoxine phosphate
C15502,429.3493187,3-Epihydroxy-2'-deoxymugineic acid
C15500,429.3493187,Mugineic acid
C03227,430.827248,3-Hydroxy-L-kynurenine
C05847,431.1591217,all-trans-Polyprenyl diphosphate
C00341,431.1591217,Geranyl diphosphate
C02937,431.1722957,Indole-3-acetaldehyde oxime
C20834,433.1193684,Cyclooctat-9-en-7-ol
C02730,435.755992,2-Succinylbenzoate
C20403,437.019668,1-Deoxy-11beta-hydroxypentalenate
C15486,437.321879,3''-Deamino-3''-oxonicotianamine
C20247,438.0854925,2-(2-Carboxy-4-methylthiazol-5-yl)ethyl phosphate
C00242,441.3146576,Guanine
C02700,444.8525008,L-Formylkynurenine
C06090,444.9546635,ent-Kaurene
C17551,452.1648067,2-Polyprenyl-6-hydroxyphenol
C13455,452.3591725,Abscisic aldehyde
C00447,453.3049583,"Sedoheptulose 1,7-bisphosphate"
C00018,454.0869119,Pyridoxal phosphate
C11472,457.3049583,"D-glycero-D-manno-Heptose 1,7-bisphosphate"
C15501,457.8123143,3-Epihydroxymugineic acid
C03917,458.4827066,Dihydrotestosterone
C00523,458.4827066,Androsterone
C08312,459.5901007,Psilocin
C02737,460.207479,Phosphatidylserine
C17552,466.1504509,2-Polyprenyl-6-methoxyphenol
C19686,466.2772352,3-(1-Carboxyvinyloxy)anthranilate
C05556,471.4261321,delta-(L-2-Aminoadipyl)-L-cysteinyl-D-valine
C20264,472.1893969,L-threo-Tetrahydrobiopterin
C00272,472.1893969,Tetrahydrobiopterin
C20400,474.130386,1-Deoxy-11-oxopentalenate
C16516,475.6816635,Indolylmethylthiohydroximate
C03373,488.4420408,Aminoimidazole ribotide
C00078,490.0485079,L-Tryptophan
C20399,490.3740425,Pentalenolactone D
C00385,490.6419937,Xanthine
C11989,492.6930782,"8,8a-Deoxyoleandolide"
C06082,494.2749638,Abscisate
C03240,506.9003003,6-Deoxyerythronolide B
C01227,507.6957431,Dehydroepiandrosterone
C00535,507.6957431,Testosterone
C00299,508.6978096,Uridine
C19858,509.211556,"2-Methoxy-6-all-trans-polyprenyl-1,4-benzoquinol"
C02273,511.2379171,Digalacturonate
C00978,516.7131594,N-Acetylserotonin
C00119,520.5713508,5-Phospho-alpha-D-ribose 1-diphosphate
C11997,524.1795544,Narbonolide
C04732,526.1764977,5-Amino-6-(1-D-ribitylamino)uracil
C05143,526.9880447,Dhurrin
C04752,529.9121405,4-Amino-5-hydroxymethyl-2-methylpyrimidine diphosphate
C01598,531.199026,Melatonin
C01269,531.956504,5-O-(1-Carboxyvinyl)-3-phosphoshikimate
C15685,532.0141389,Protomycinolide IV
C16353,532.2070408,7-Methylxanthine
C00643,533.0092387,5-Hydroxy-L-tryptophan
C05848,535.1661402,4-Hydroxy-3-polyprenylbenzoate
C04352,536.6788818,(R)-4'-Phosphopantothenoyl-L-cysteine
Z00053,,
C00205,,
C22155,,
C19806,,
Z00054,,
Z00034,,
Z00067,,
Z00062,,
C00028,,
Z00020,,
Z00060,,
Z00055,,
C00050,,
Z00063,,
Z00033,,
Z00002,,
Z00001,,
Z00015,,
Z00069,,
C00023,,
Z00029,,
Z00070,,
C00030,,
C01335,,
C01330,,
Z00006,,
C00034,,
Z00064,,
C17023,,
Z00030,,
